ROWID,Country,State,District,Year,Class,Schools_Surveyed,Students_Surveyed,AVG_L813,AVG_M601,AVG_SCI703,AVG_SST605,AVG_M801,AVG_SCI801,AVG_SST704
720,India,Assam,Baksa,"Calendar Year (Jan - Dec), 2021",8,292.0,6464.0,52.34,55.3,43.93,46.86,35.59,46.45,59.01
721,India,Assam,Udalguri,"Calendar Year (Jan - Dec), 2017",8,179.485824243327,3948.48644984256,51.35462133949192,47.4222752886836,41.459372748267896,52.272495889145496,35.53429043879908,58.68957524249423,43.539152147806
722,India,Assam,Udalguri,"Calendar Year (Jan - Dec), 2021",8,280.0,6696.0,46.02,51.07,37.92,38.64,30.44,38.25,45.65
723,India,Assam,Kamrup Metro,"Calendar Year (Jan - Dec), 2017",8,192.69715284189925,4619.9179602643335,57.58613385511716,44.7461436873591,43.05739567576535,59.04470276376269,29.71914959646332,63.361992114688334,41.51571848559077
724,India,Assam,Kamrup Metro,"Calendar Year (Jan - Dec), 2021",8,316.0,7500.0,65.37,56.89,51.64,48.5,34.73,58.52,49.11
725,India,Assam,Biswanath,"Calendar Year (Jan - Dec), 2017",8,76.30540873442786,1761.1288335905951,44.36,36.81,36.13,38.99,22.58,48.77,30.39
726,India,Assam,Biswanath,"Calendar Year (Jan - Dec), 2021",8,268.0,7032.0,46.53,50.52,36.13,39.83,25.56,39.45,53.23
727,India,Assam,Majuli,"Calendar Year (Jan - Dec), 2017",8,31.24726803972695,698.468344417426,55.13,37.8,38.93,52.54,27.56,58.65,38.32
728,India,Assam,Majuli,"Calendar Year (Jan - Dec), 2021",8,236.0,3992.0,54.98,50.6,43.84,45.01,33.9,47.9,60.22
729,India,Assam,South Salmara Mancachar,"Calendar Year (Jan - Dec), 2021",8,272.0,6828.0,43.9,63.97,39.82,44.17,36.28,39.4,53.11
730,India,Assam,Charaideo,"Calendar Year (Jan - Dec), 2017",8,77.4519438773294,1784.4320403110205,53.45,39.76,39.64,49.45,23.57,54.94,41.75
731,India,Assam,Charaideo,"Calendar Year (Jan - Dec), 2021",8,228.0,5168.0,54.0,49.44,40.09,47.19,27.08,47.16,59.77
732,India,Assam,Hojai,"Calendar Year (Jan - Dec), 2017",8,67.27481577806675,1656.8072277892518,56.71,53.19,48.45,49.36,34.26,64.32,38.99
733,India,Assam,Hojai,"Calendar Year (Jan - Dec), 2021",8,272.0,7276.0,38.94,46.75,35.28,34.93,27.41,37.22,42.47
734,India,Assam,West Karbi Anglong,"Calendar Year (Jan - Dec), 2017",8,75.14966334244123,1687.86143867123,48.48,43.01,42.47,48.44,34.54,56.94,39.03
735,India,Assam,West Karbi Anglong,"Calendar Year (Jan - Dec), 2021",8,288.0,6244.0,39.48,49.73,35.61,27.96,28.0,38.96,37.77
736,India,West Bengal,24 Paraganas North,"Calendar Year (Jan - Dec), 2017",8,200.0,4388.0,56.82,26.73,35.52,29.35,19.38,53.25,50.46
737,India,West Bengal,24 Paraganas North,"Calendar Year (Jan - Dec), 2021",8,424.0,11184.0,62.155,54.97,44.945,53.415,35.83,51.47,65.59
738,India,West Bengal,24 Paraganas South,"Calendar Year (Jan - Dec), 2017",8,200.0,4848.0,62.22,45.06,42.9,43.32,25.85,64.71,53.98
739,India,West Bengal,Bankura,"Calendar Year (Jan - Dec), 2017",8,204.0,4616.0,51.16,32.99,37.74,30.33,23.65,49.65,50.09
740,India,West Bengal,Bankura,"Calendar Year (Jan - Dec), 2021",8,172.0,4308.0,57.11,52.44,43.0,53.87,33.16,51.32,64.95
741,India,West Bengal,Purba Bardhaman,"Calendar Year (Jan - Dec), 2017",8,204.0,4688.0,57.72,33.96,42.08,37.37,28.13,59.74,50.26
742,India,West Bengal,Purba Bardhaman,"Calendar Year (Jan - Dec), 2021",8,180.0,4876.0,59.7,48.62,38.45,57.01,33.83,44.96,70.15
743,India,West Bengal,Birbhum,"Calendar Year (Jan - Dec), 2017",8,196.0,4148.0,52.05,30.37,37.37,34.04,24.53,51.54,44.72
744,India,West Bengal,Birbhum,"Calendar Year (Jan - Dec), 2021",8,196.0,5472.0,47.26,46.0,34.91,38.97,29.2,40.67,49.38
745,India,West Bengal,Coochbehar,"Calendar Year (Jan - Dec), 2017",8,204.0,4604.0,48.79,34.97,34.66,26.15,25.09,51.22,47.86
746,India,West Bengal,Coochbehar,"Calendar Year (Jan - Dec), 2021",8,192.0,5300.0,48.05,48.49,36.18,41.87,30.27,42.59,53.65
747,India,West Bengal,Darjeeling,"Calendar Year (Jan - Dec), 2017",8,174.53673903779625,3661.709545527644,52.33,32.99,34.83,38.81,22.16,51.39,43.02
748,India,West Bengal,Darjeeling,"Calendar Year (Jan - Dec), 2021",8,380.0,9164.0,54.605,40.71,39.03,37.54,28.33,45.985,46.74
749,India,West Bengal,Dinajpur Dakshin,"Calendar Year (Jan - Dec), 2017",8,204.0,4044.0,50.23,34.45,34.96,24.73,17.5,48.64,43.54
750,India,West Bengal,Dinajpur Dakshin,"Calendar Year (Jan - Dec), 2021",8,184.0,3608.0,47.53,43.57,33.1,41.67,26.54,40.55,53.29
751,India,West Bengal,Dinajpur Uttar,"Calendar Year (Jan - Dec), 2017",8,204.0,3892.0,41.85,29.82,27.9,27.03,21.88,39.61,39.58
752,India,West Bengal,Dinajpur Uttar,"Calendar Year (Jan - Dec), 2021",8,192.0,5400.0,40.52,39.26,31.62,38.79,26.32,33.96,44.91
753,India,West Bengal,Hooghly,"Calendar Year (Jan - Dec), 2017",8,204.0,4896.0,55.81,29.34,35.06,32.35,22.15,55.56,48.53
754,India,West Bengal,Hooghly,"Calendar Year (Jan - Dec), 2021",8,200.0,5276.0,64.34,52.93,43.59,52.11,36.44,54.73,70.26
755,India,West Bengal,Howrah,"Calendar Year (Jan - Dec), 2017",8,204.0,4332.0,55.94,34.26,37.71,33.24,26.7,54.92,48.99
756,India,West Bengal,Howrah,"Calendar Year (Jan - Dec), 2021",8,196.0,5344.0,62.26,56.46,41.85,52.89,30.98,51.84,66.47
757,India,West Bengal,Jalpaiguri,"Calendar Year (Jan - Dec), 2017",8,200.0,3776.0,44.26,27.44,29.82,30.51,21.17,46.48,34.77
758,India,West Bengal,Jalpaiguri,"Calendar Year (Jan - Dec), 2021",8,208.0,5080.0,48.74,39.44,36.11,40.37,25.57,38.77,53.84
759,India,West Bengal,Kolkata,"Calendar Year (Jan - Dec), 2017",8,196.0,4692.0,67.17,39.86,47.26,47.91,29.53,56.6,46.98
760,India,West Bengal,Kolkata,"Calendar Year (Jan - Dec), 2021",8,292.0,7700.0,65.95,58.52,48.36,49.86,36.35,53.13,63.4
761,India,West Bengal,Maldah,"Calendar Year (Jan - Dec), 2017",8,204.0,4448.0,51.76,40.64,38.55,31.38,29.76,48.39,39.75
762,India,West Bengal,Maldah,"Calendar Year (Jan - Dec), 2021",8,196.0,5508.0,48.52,54.87,35.75,46.03,36.92,41.01,51.54
763,India,West Bengal,Medinipur East,"Calendar Year (Jan - Dec), 2017",8,204.0,5264.0,63.96,42.32,46.31,45.21,31.29,66.11,50.77
764,India,West Bengal,Medinipur East,"Calendar Year (Jan - Dec), 2021",8,196.0,5088.0,62.33,57.15,41.7,59.83,36.78,50.1,69.99
765,India,West Bengal,Medinipur West,"Calendar Year (Jan - Dec), 2017",8,204.0,3384.0,61.39,42.89,43.22,39.95,31.84,65.74,45.75
766,India,West Bengal,Medinipur West,"Calendar Year (Jan - Dec), 2021",8,212.0,5708.0,61.29,59.17,42.86,52.56,34.04,53.11,67.16
767,India,West Bengal,Murshidabad,"Calendar Year (Jan - Dec), 2017",8,204.0,4448.0,59.24,40.57,44.22,37.86,23.24,61.64,58.74
768,India,West Bengal,Murshidabad,"Calendar Year (Jan - Dec), 2021",8,200.0,5664.0,60.65,64.41,45.73,56.15,38.16,52.84,68.16
769,India,West Bengal,Nadia,"Calendar Year (Jan - Dec), 2017",8,204.0,5352.0,57.34,33.83,38.68,29.0,26.24,58.58,49.18
770,India,West Bengal,Nadia,"Calendar Year (Jan - Dec), 2021",8,200.0,5648.0,60.07,51.21,41.66,56.42,32.57,49.53,66.53
771,India,West Bengal,Purulia,"Calendar Year (Jan - Dec), 2017",8,204.0,4400.0,48.06,37.69,32.89,28.09,24.82,45.81,53.9
772,India,West Bengal,Purulia,"Calendar Year (Jan - Dec), 2021",8,200.0,4988.0,47.39,46.54,35.17,42.58,28.79,38.68,47.24
773,India,West Bengal,Alipurduar,"Calendar Year (Jan - Dec), 2017",8,200.0,3760.0,49.22,33.19,34.54,27.34,23.83,48.03,38.3
774,India,West Bengal,Alipurduar,"Calendar Year (Jan - Dec), 2021",8,212.0,5384.0,47.9,43.39,33.23,42.71,26.16,38.96,52.45
775,India,West Bengal,Kalimpong,"Calendar Year (Jan - Dec), 2017",8,21.46326096220374,450.290454472356,52.33,32.99,34.83,38.81,22.16,51.39,43.02
776,India,West Bengal,Kalimpong,"Calendar Year (Jan - Dec), 2021",8,180.0,3432.0,48.56,40.54,35.99,31.79,24.82,36.19,36.79
777,India,West Bengal,Jhargram,"Calendar Year (Jan - Dec), 2017",8,204.0,4656.0,56.79,38.88,39.02,32.82,29.22,56.02,45.39
778,India,West Bengal,Jhargram,"Calendar Year (Jan - Dec), 2021",8,112.0,2868.0,56.5,51.46,37.15,51.53,31.08,48.53,63.51
779,India,West Bengal,Paschim Bardhaman,"Calendar Year (Jan - Dec), 2017",8,204.0,4360.0,55.1,41.28,40.55,39.82,33.58,52.94,43.49
780,India,West Bengal,Paschim Bardhaman,"Calendar Year (Jan - Dec), 2021",8,224.0,6412.0,60.59,55.73,41.35,47.49,32.83,48.72,58.66
781,India,Jharkhand,Bokaro,"Calendar Year (Jan - Dec), 2017",8,196.0,4864.0,61.74,54.28,47.59,61.6,37.66,63.16,53.29
782,India,Jharkhand,Bokaro,"Calendar Year (Jan - Dec), 2021",8,216.0,5984.0,56.0,58.96,40.05,41.59,33.52,51.49,46.06
783,India,Jharkhand,Chatra,"Calendar Year (Jan - Dec), 2017",8,204.0,4544.0,63.46,48.92,56.8,65.14,34.14,68.86,51.55
784,India,Jharkhand,Chatra,"Calendar Year (Jan - Dec), 2021",8,176.0,4384.0,47.02,53.92,33.51,42.59,37.3,40.31,39.96
785,India,Jharkhand,Deoghar,"Calendar Year (Jan - Dec), 2017",8,196.0,5304.0,65.88,59.85,51.78,56.71,41.3,64.68,39.18
786,India,Jharkhand,Deoghar,"Calendar Year (Jan - Dec), 2021",8,208.0,4968.0,54.77,62.27,41.67,51.51,35.09,51.3,46.59
787,India,Jharkhand,Dhanbad,"Calendar Year (Jan - Dec), 2017",8,196.0,5316.0,67.23,65.86,58.17,72.76,45.48,74.13,52.26
788,India,Jharkhand,Dhanbad,"Calendar Year (Jan - Dec), 2021",8,268.0,7580.0,53.55,52.54,36.11,37.72,31.52,46.39,45.94
789,India,Jharkhand,Dumka,"Calendar Year (Jan - Dec), 2017",8,196.0,3944.0,59.52,44.42,51.22,60.34,38.25,56.35,50.6
790,India,Jharkhand,Dumka,"Calendar Year (Jan - Dec), 2021",8,212.0,5408.0,47.77,50.32,36.44,44.43,31.42,46.8,46.42
791,India,Jharkhand,East Singhbum,"Calendar Year (Jan - Dec), 2017",8,200.0,4740.0,55.43,37.46,40.31,47.93,39.03,47.89,42.31
792,India,Jharkhand,East Singhbum,"Calendar Year (Jan - Dec), 2021",8,300.0,8460.0,59.47,52.09,39.87,47.07,34.85,47.94,48.3
793,India,Jharkhand,Garhwa,"Calendar Year (Jan - Dec), 2017",8,204.0,4892.0,54.56,54.82,37.65,66.48,54.1,63.46,44.26
794,India,Jharkhand,Garhwa,"Calendar Year (Jan - Dec), 2021",8,188.0,5248.0,46.45,56.97,37.71,51.44,33.88,44.34,54.09
795,India,Jharkhand,Giridih,"Calendar Year (Jan - Dec), 2017",8,196.0,4596.0,58.22,51.94,50.55,55.0,38.55,56.89,40.1
796,India,Jharkhand,Giridih,"Calendar Year (Jan - Dec), 2021",8,236.0,6132.0,51.55,58.04,39.26,48.24,37.97,50.29,50.41
797,India,Jharkhand,Godda,"Calendar Year (Jan - Dec), 2017",8,188.0,4048.0,62.32,61.71,50.26,63.24,32.48,62.38,47.64
798,India,Jharkhand,Godda,"Calendar Year (Jan - Dec), 2021",8,260.0,6164.0,50.01,52.37,36.25,41.94,31.82,45.22,49.22
799,India,Jharkhand,Gumla,"Calendar Year (Jan - Dec), 2017",8,196.0,4968.0,58.25,44.43,44.28,57.09,32.26,58.47,53.77
800,India,Jharkhand,Gumla,"Calendar Year (Jan - Dec), 2021",8,272.0,7372.0,45.11,39.67,27.99,39.29,28.15,41.36,41.87
801,India,Jharkhand,Hazaribagh,"Calendar Year (Jan - Dec), 2017",8,192.0,5136.0,65.9,59.11,61.23,61.84,36.29,63.17,49.92
802,India,Jharkhand,Hazaribagh,"Calendar Year (Jan - Dec), 2021",8,280.0,7400.0,56.53,57.98,39.62,47.67,33.89,50.35,50.13
803,India,Jharkhand,Jamtara,"Calendar Year (Jan - Dec), 2017",8,196.0,4152.0,58.57,50.1,51.71,52.7,39.81,60.51,47.43
804,India,Jharkhand,Jamtara,"Calendar Year (Jan - Dec), 2021",8,160.0,3956.0,45.34,50.93,33.97,47.13,31.16,43.38,43.21
805,India,Jharkhand,Koderma,"Calendar Year (Jan - Dec), 2017",8,196.0,4812.0,60.59,47.25,49.22,52.37,40.7,54.47,42.69
806,India,Jharkhand,Koderma,"Calendar Year (Jan - Dec), 2021",8,184.0,4816.0,52.77,57.63,35.59,48.92,35.12,49.43,51.94
807,India,Jharkhand,Latehar,"Calendar Year (Jan - Dec), 2017",8,204.0,4540.0,59.52,42.63,45.45,53.3,31.5,53.41,52.39
808,India,Jharkhand,Latehar,"Calendar Year (Jan - Dec), 2021",8,144.0,3868.0,38.63,39.41,31.06,36.82,27.16,39.24,40.34
809,India,Jharkhand,Lohardaga,"Calendar Year (Jan - Dec), 2017",8,184.0,4640.0,53.82,48.7,43.93,55.95,39.97,57.65,51.63
810,India,Jharkhand,Lohardaga,"Calendar Year (Jan - Dec), 2021",8,164.0,4156.0,48.95,49.75,33.01,38.67,28.8,44.62,41.96
811,India,Jharkhand,Pakur,"Calendar Year (Jan - Dec), 2017",8,196.0,4224.0,66.28,50.19,57.81,54.64,33.4,63.68,45.23
812,India,Jharkhand,Pakur,"Calendar Year (Jan - Dec), 2021",8,216.0,5576.0,49.11,51.35,34.7,41.54,31.0,46.56,38.37
813,India,Jharkhand,Palamu,"Calendar Year (Jan - Dec), 2017",8,196.0,4512.0,59.89,55.46,53.83,56.38,42.32,67.14,49.29
814,India,Jharkhand,Palamu,"Calendar Year (Jan - Dec), 2021",8,224.0,5368.0,45.66,50.11,35.24,36.22,30.73,43.08,35.22
815,India,Jharkhand,Ranchi,"Calendar Year (Jan - Dec), 2017",8,196.0,4856.0,62.95,44.0,47.19,52.72,35.34,59.36,42.51
816,India,Jharkhand,Ranchi,"Calendar Year (Jan - Dec), 2021",8,300.0,8300.0,58.61,49.61,38.91,46.49,33.23,50.64,50.51
817,India,Jharkhand,Sahebganj,"Calendar Year (Jan - Dec), 2017",8,196.0,4424.0,55.0,42.18,41.79,42.41,36.15,53.13,36.87
818,India,Jharkhand,Sahebganj,"Calendar Year (Jan - Dec), 2021",8,264.0,6104.0,41.68,46.82,28.41,40.61,25.53,39.0,37.66
819,India,Jharkhand,Saraikela Kharsawan,"Calendar Year (Jan - Dec), 2017",8,192.0,4252.0,63.79,53.64,54.82,57.29,50.76,64.09,50.19
820,India,Jharkhand,Saraikela Kharsawan,"Calendar Year (Jan - Dec), 2021",8,196.0,4832.0,52.57,57.57,41.82,41.01,35.33,47.39,46.66
821,India,Jharkhand,Simdega,"Calendar Year (Jan - Dec), 2017",8,196.0,4256.0,54.69,33.59,34.26,45.49,25.93,53.31,42.04
822,India,Jharkhand,Simdega,"Calendar Year (Jan - Dec), 2021",8,264.0,7016.0,44.77,38.64,32.8,44.4,27.44,43.84,46.08
823,India,Jharkhand,West Singhbhum,"Calendar Year (Jan - Dec), 2017",8,196.0,5032.0,65.53,52.39,54.67,58.9,51.9,68.66,56.19
824,India,Jharkhand,West Singhbhum,"Calendar Year (Jan - Dec), 2021",8,272.0,7560.0,45.68,44.68,35.3,38.22,30.22,40.67,36.65
825,India,Jharkhand,Khunti,"Calendar Year (Jan - Dec), 2017",8,196.0,4592.0,59.46,39.41,41.24,54.88,31.64,57.35,48.95
826,India,Jharkhand,Khunti,"Calendar Year (Jan - Dec), 2021",8,256.0,6784.0,45.58,39.6,31.91,33.3,24.45,40.82,41.03
827,India,Jharkhand,Ramgarh,"Calendar Year (Jan - Dec), 2017",8,196.0,5296.0,62.94,57.27,54.39,60.27,47.44,59.87,55.27
828,India,Jharkhand,Ramgarh,"Calendar Year (Jan - Dec), 2021",8,208.0,5832.0,48.91,43.22,33.4,36.01,29.74,44.05,40.54
829,India,Odisha,Anugul,"Calendar Year (Jan - Dec), 2017",8,200.0,4940.0,52.02,45.1,50.79,62.27,38.52,53.4,46.07
830,India,Odisha,Anugul,"Calendar Year (Jan - Dec), 2021",8,288.0,7544.0,61.29,63.88,39.6,46.14,46.0,52.74,59.5
831,India,Odisha,Balangir,"Calendar Year (Jan - Dec), 2017",8,132.0,2068.0,55.28,54.0,52.67,45.26,46.82,56.24,69.66
832,India,Odisha,Balangir,"Calendar Year (Jan - Dec), 2021",8,264.0,6880.0,47.57,50.67,30.25,30.71,33.19,41.38,40.48
833,India,Odisha,Baleshwar,"Calendar Year (Jan - Dec), 2017",8,188.0,5208.0,55.59,41.14,49.05,53.92,43.8,51.15,56.36
834,India,Odisha,Baleshwar,"Calendar Year (Jan - Dec), 2021",8,288.0,6824.0,54.36,56.32,34.48,35.18,36.46,48.09,51.25
835,India,Odisha,Bargarh,"Calendar Year (Jan - Dec), 2017",8,200.0,4920.0,50.07,30.72,40.34,42.2,26.54,48.17,57.44
836,India,Odisha,Bargarh,"Calendar Year (Jan - Dec), 2021",8,248.0,6180.0,53.94,49.36,35.16,36.6,35.36,46.47,49.25
837,India,Odisha,Bhadrak,"Calendar Year (Jan - Dec), 2017",8,204.0,5272.0,58.49,39.27,45.92,48.86,41.15,50.72,57.79
838,India,Odisha,Bhadrak,"Calendar Year (Jan - Dec), 2021",8,284.0,7228.0,49.62,50.05,30.08,34.15,27.35,40.99,44.05
839,India,Odisha,Boudh,"Calendar Year (Jan - Dec), 2017",8,176.0,3656.0,52.95,36.46,45.34,44.75,33.33,47.81,71.05
840,India,Odisha,Boudh,"Calendar Year (Jan - Dec), 2021",8,180.0,3492.0,45.03,43.97,28.72,30.62,26.0,34.56,40.52
841,India,Odisha,Cuttack,"Calendar Year (Jan - Dec), 2017",8,204.0,5248.0,62.02,42.16,52.16,54.27,53.13,60.62,60.15
842,India,Odisha,Cuttack,"Calendar Year (Jan - Dec), 2021",8,296.0,7896.0,61.72,59.01,33.81,37.79,37.53,50.87,57.5
843,India,Odisha,Deogarh,"Calendar Year (Jan - Dec), 2017",8,188.0,4428.0,51.98,36.78,38.34,41.37,31.89,49.07,57.3
844,India,Odisha,Deogarh,"Calendar Year (Jan - Dec), 2021",8,220.0,5620.0,50.67,49.89,29.04,30.43,34.66,43.37,40.82
845,India,Odisha,Dhenkanal,"Calendar Year (Jan - Dec), 2017",8,192.0,5444.0,52.78,32.36,41.05,45.33,34.37,46.57,51.18
846,India,Odisha,Dhenkanal,"Calendar Year (Jan - Dec), 2021",8,272.0,6844.0,54.92,56.45,33.9,36.5,38.26,46.86,48.83
847,India,Odisha,Gajapati,"Calendar Year (Jan - Dec), 2017",8,200.0,5812.0,40.57,30.33,33.79,35.17,28.59,37.66,50.34
848,India,Odisha,Gajapati,"Calendar Year (Jan - Dec), 2021",8,256.0,5944.0,43.7,45.73,30.11,28.88,26.68,33.87,38.13
849,India,Odisha,Ganjam,"Calendar Year (Jan - Dec), 2017",8,200.0,5212.0,56.15,40.78,50.26,53.18,44.07,54.03,60.94
850,India,Odisha,Ganjam,"Calendar Year (Jan - Dec), 2021",8,316.0,8308.0,57.86,55.47,37.49,36.64,38.95,49.74,50.09
851,India,Odisha,Jagatsinghapur,"Calendar Year (Jan - Dec), 2017",8,144.0,3500.0,65.77,57.11,60.03,66.74,47.84,60.68,51.71
852,India,Odisha,Jagatsinghapur,"Calendar Year (Jan - Dec), 2021",8,288.0,7216.0,59.85,61.05,38.82,36.95,40.49,47.04,46.28
853,India,Odisha,Jajapur,"Calendar Year (Jan - Dec), 2017",8,192.0,4504.0,60.07,49.91,47.84,49.64,46.54,50.09,59.5
854,India,Odisha,Jajapur,"Calendar Year (Jan - Dec), 2021",8,280.0,7132.0,52.9,53.88,34.06,34.1,38.75,42.56,49.62
855,India,Odisha,Jharsuguda,"Calendar Year (Jan - Dec), 2017",8,200.0,4220.0,51.01,31.67,40.8,45.88,34.08,44.83,50.19
856,India,Odisha,Jharsuguda,"Calendar Year (Jan - Dec), 2021",8,256.0,6284.0,55.29,50.83,38.77,35.43,32.43,48.66,49.81
857,India,Odisha,Kalahandi,"Calendar Year (Jan - Dec), 2017",8,196.0,4632.0,44.25,34.39,38.02,40.16,27.55,40.25,51.87
858,India,Odisha,Kalahandi,"Calendar Year (Jan - Dec), 2021",8,256.0,6220.0,52.46,63.29,40.56,29.19,42.87,42.53,44.86
859,India,Odisha,Kandhamal,"Calendar Year (Jan - Dec), 2017",8,200.0,3920.0,41.09,28.1,33.74,33.88,28.23,39.84,50.6
860,India,Odisha,Kandhamal,"Calendar Year (Jan - Dec), 2021",8,260.0,5548.0,42.13,35.01,26.82,28.65,28.33,32.17,34.58
861,India,Odisha,Kendrapara,"Calendar Year (Jan - Dec), 2017",8,204.0,5124.0,49.34,24.81,33.18,30.05,28.77,37.92,48.9
862,India,Odisha,Kendrapara,"Calendar Year (Jan - Dec), 2021",8,280.0,6680.0,53.35,57.49,32.19,34.09,40.93,43.33,56.14
863,India,Odisha,Kendujhar,"Calendar Year (Jan - Dec), 2017",8,172.0,4576.0,45.4,33.16,40.77,45.8,36.08,50.61,51.49
864,India,Odisha,Kendujhar,"Calendar Year (Jan - Dec), 2021",8,292.0,7548.0,51.4,52.11,30.86,34.52,31.85,43.92,43.45
865,India,Odisha,Khordha,"Calendar Year (Jan - Dec), 2017",8,204.0,5368.0,56.03,31.74,40.35,43.22,32.94,48.92,54.3
866,India,Odisha,Khordha,"Calendar Year (Jan - Dec), 2021",8,312.0,8556.0,64.81,61.44,44.78,46.15,42.43,54.68,57.37
867,India,Odisha,Koraput,"Calendar Year (Jan - Dec), 2017",8,200.0,5016.0,41.69,30.82,33.39,36.52,25.89,36.42,51.29
868,India,Odisha,Koraput,"Calendar Year (Jan - Dec), 2021",8,284.0,7360.0,47.35,50.11,32.9,37.88,37.4,40.16,49.3
869,India,Odisha,Malkangiri,"Calendar Year (Jan - Dec), 2017",8,204.0,4712.0,52.71,42.59,42.95,42.53,38.63,42.6,46.32
870,India,Odisha,Malkangiri,"Calendar Year (Jan - Dec), 2021",8,204.0,4648.0,44.58,44.25,27.18,29.52,27.07,33.61,47.94
871,India,Odisha,Mayurbhanj,"Calendar Year (Jan - Dec), 2017",8,204.0,5748.0,44.04,26.94,30.09,32.15,31.24,37.92,52.16
872,India,Odisha,Mayurbhanj,"Calendar Year (Jan - Dec), 2021",8,296.0,7312.0,42.26,36.72,27.16,30.19,25.32,35.11,37.79
873,India,Odisha,Nabarangpur,"Calendar Year (Jan - Dec), 2017",8,200.0,4988.0,56.02,38.14,52.32,48.44,43.18,52.59,54.41
874,India,Odisha,Nabarangpur,"Calendar Year (Jan - Dec), 2021",8,224.0,5188.0,46.76,54.75,35.18,37.5,33.68,36.77,47.25
875,India,Odisha,Nayagarh,"Calendar Year (Jan - Dec), 2017",8,188.0,4724.0,57.09,31.41,46.67,49.53,33.11,50.95,53.89
876,India,Odisha,Nayagarh,"Calendar Year (Jan - Dec), 2021",8,268.0,6440.0,56.79,52.95,34.4,32.37,37.64,50.37,52.86
877,India,Odisha,Nuapada,"Calendar Year (Jan - Dec), 2017",8,192.0,4476.0,50.42,34.28,44.17,47.72,36.15,46.82,55.04
878,India,Odisha,Nuapada,"Calendar Year (Jan - Dec), 2021",8,196.0,4364.0,55.88,63.78,43.17,44.24,48.55,54.12,58.88
879,India,Odisha,Puri,"Calendar Year (Jan - Dec), 2017",8,192.0,4776.0,56.85,33.45,45.45,41.79,41.12,52.75,58.55
880,India,Odisha,Puri,"Calendar Year (Jan - Dec), 2021",8,300.0,7616.0,57.68,53.77,32.54,36.32,34.7,46.9,50.97
881,India,Odisha,Rayagada,"Calendar Year (Jan - Dec), 2017",8,200.0,5412.0,37.43,27.17,29.98,35.4,24.36,33.83,40.54
882,India,Odisha,Rayagada,"Calendar Year (Jan - Dec), 2021",8,244.0,5696.0,37.93,37.29,25.04,30.97,27.86,30.01,33.13
883,India,Odisha,Sambalpur,"Calendar Year (Jan - Dec), 2017",8,204.0,5176.0,45.87,26.35,30.31,28.13,24.5,39.85,46.98
884,India,Odisha,Sambalpur,"Calendar Year (Jan - Dec), 2021",8,240.0,5840.0,54.58,51.15,35.6,35.11,35.2,47.01,46.12
885,India,Odisha,Sonepur,"Calendar Year (Jan - Dec), 2017",8,200.0,5352.0,49.11,31.63,39.7,44.02,31.15,44.8,56.04
886,India,Odisha,Sonepur,"Calendar Year (Jan - Dec), 2021",8,220.0,5020.0,52.5,53.04,33.25,32.6,32.86,43.82,44.19
887,India,Odisha,Sundargarh,"Calendar Year (Jan - Dec), 2017",8,204.0,4544.0,49.03,39.86,45.1,41.64,33.92,49.69,51.85
888,India,Odisha,Sundargarh,"Calendar Year (Jan - Dec), 2021",8,288.0,6920.0,55.61,53.92,38.73,39.68,36.04,48.87,49.07
889,India,Chhattisgarh,Bastar,"Calendar Year (Jan - Dec), 2017",8,204.0,4472.0,53.79,35.4,42.54,43.74,28.93,45.06,47.02
890,India,Chhattisgarh,Bastar,"Calendar Year (Jan - Dec), 2021",8,252.0,4976.0,45.06,41.95,34.5,32.62,25.41,39.63,30.79
891,India,Chhattisgarh,Bilaspur,"Calendar Year (Jan - Dec), 2017",8,169.01915978311064,4745.79287861597,49.63,29.68,37.34,42.67,22.93,43.88,33.9
892,India,Chhattisgarh,Bilaspur,"Calendar Year (Jan - Dec), 2021",8,228.67298088303204,5789.734747864593,49.46,37.33,32.94,32.54,26.91,42.03,34.15
893,India,Chhattisgarh,Dantewada,"Calendar Year (Jan - Dec), 2017",8,192.0,3480.0,47.88,31.22,39.53,42.18,27.67,39.08,39.56
894,India,Chhattisgarh,Dantewada,"Calendar Year (Jan - Dec), 2021",8,196.0,4088.0,48.07,41.73,33.21,31.69,24.56,41.69,35.46
895,India,Chhattisgarh,Dhamtari,"Calendar Year (Jan - Dec), 2017",8,204.0,5160.0,51.83,27.99,35.28,43.72,27.51,41.77,35.55
896,India,Chhattisgarh,Dhamtari,"Calendar Year (Jan - Dec), 2021",8,232.0,5304.0,48.71,37.94,30.54,32.79,24.44,40.19,36.92
897,India,Chhattisgarh,Durg,"Calendar Year (Jan - Dec), 2017",8,204.0,5844.0,56.68,33.29,39.9,54.14,31.74,44.49,31.34
898,India,Chhattisgarh,Durg,"Calendar Year (Jan - Dec), 2021",8,240.0,5932.0,60.7,48.87,43.47,43.7,32.46,52.55,43.69
899,India,Chhattisgarh,Janjgir-Champa,"Calendar Year (Jan - Dec), 2017",8,204.0,5228.0,51.8,32.07,34.04,40.7,26.78,43.32,35.29
900,India,Chhattisgarh,Janjgir-Champa,"Calendar Year (Jan - Dec), 2021",8,220.0,5056.0,44.99,31.92,30.13,31.68,22.69,38.99,32.53
901,India,Chhattisgarh,Jashpur,"Calendar Year (Jan - Dec), 2017",8,204.0,5104.0,55.31,40.63,45.3,58.07,29.72,52.07,41.04
